image_index,label,mineral,format,file_size,mode,image_width,image_height,brightness,contrast,aspect_ratio
1187,1,Pyrargyrite,JPEG,31882.0,RGB,400.0,367.0,0.5188009563498425,0.1859941761277497,1.0899182561307903
1188,1,Pearceite,JPEG,63321.0,RGB,441.0,600.0,0.3853130437360129,0.2655422311438119,0.735
1189,1,Pearceite,JPEG,88351.0,RGB,600.0,458.0,0.3713043354168451,0.3058243075863311,1.310043668122271
1190,1,Pyrargyrite,JPEG,86911.0,RGB,800.0,577.0,0.6097936418934993,0.318270881142171,1.3864818024263432
1191,1,Silver,JPEG,49820.0,RGB,640.0,480.0,0.2219807368259803,0.2453215565219495,1.3333333333333333
1192,1,Acanthite,JPEG,26485.0,RGB,400.0,305.0,0.5423706846673095,0.203258055094674,1.3114754098360657
1193,1,Silver,JPEG,83282.0,RGB,700.0,467.0,0.4387859332169699,0.1843630400215598,1.4989293361884368
1194,1,Pearceite,JPEG,133350.0,RGB,800.0,622.0,0.3517000189143183,0.314614288753723,1.2861736334405145
1195,1,Silver,JPEG,61235.0,RGB,429.0,600.0,0.3428715663421546,0.2642953069075661,0.715
1201,1,Pyrargyrite,JPEG,57651.0,RGB,600.0,454.0,0.2821062739339494,0.2147703622223137,1.3215859030837005
1203,1,Silver,JPEG,49056.0,RGB,399.0,598.0,0.0951483239543543,0.2205309679261768,0.6672240802675585
1204,1,Acanthite,JPEG,183320.0,RGB,900.0,675.0,0.5904593883643994,0.2744106555021761,1.3333333333333333
1205,1,Proustite,JPEG,122809.0,RGB,900.0,675.0,0.5331132413459211,0.2858691322191447,1.3333333333333333
1206,1,Silver,JPEG,176969.0,RGB,900.0,675.0,0.3850266053417251,0.1832146203544028,1.3333333333333333
1207,1,Silver,JPEG,143951.0,RGB,900.0,675.0,0.4542416396352781,0.2665548410107788,1.3333333333333333
1208,1,Acanthite,JPEG,91260.0,RGB,900.0,675.0,0.5845256063907043,0.1619033994627743,1.3333333333333333
1209,1,Pyrargyrite,JPEG,98899.0,RGB,800.0,586.0,0.5742650237569432,0.2997579428957335,1.3651877133105803
1210,1,Pyrargyrite,JPEG,132579.0,RGB,795.0,600.0,0.5280483660130718,0.1868312454358091,1.325
1211,1,Pyrargyrite,JPEG,173285.0,RGB,782.0,600.0,0.4878849689918593,0.2131714127831381,1.3033333333333332
1212,1,Pyrargyrite,JPEG,141786.0,RGB,793.0,600.0,0.4268535552093892,0.187598988399104,1.3216666666666668
1213,1,Stephanite,JPEG,95258.0,RGB,796.0,600.0,0.4494833152691562,0.2108550341681848,1.3266666666666669
1214,1,Stephanite,JPEG,73917.0,RGB,800.0,581.0,0.4684211214606322,0.1693919159575463,1.3769363166953528
1215,1,Stephanite,JPEG,46410.0,RGB,795.0,600.0,0.5194463106836025,0.1286410774293259,1.325
1216,1,Stephanite,JPEG,82485.0,RGB,789.0,600.0,0.5141966748676656,0.1516499420180821,1.315
1217,1,Pyrargyrite,JPEG,97389.0,RGB,796.0,600.0,0.356841659276776,0.2133709651900594,1.3266666666666669
1218,1,Pyrargyrite,JPEG,52885.0,RGB,800.0,582.0,0.4785656037329023,0.2073220448489672,1.3745704467353952
1219,1,Pyrargyrite,JPEG,65105.0,RGB,525.0,496.0,0.4348509382247522,0.232580181415978,1.0584677419354838
1225,1,Freibergite,JPEG,84922.0,RGB,800.0,528.0,0.4503142268270945,0.3573825317925101,1.5151515151515151
1226,1,Chlorargyrite,JPEG,179713.0,RGB,1000.0,750.0,0.4019121045751636,0.1756553340187243,1.3333333333333333
1227,1,Chlorargyrite,JPEG,128985.0,RGB,1000.0,750.0,0.3837182535947712,0.1139694203661405,1.3333333333333333
1228,1,Chlorargyrite,JPEG,125949.0,RGB,1000.0,750.0,0.4495592836601308,0.2061751075437985,1.3333333333333333
1229,1,Chlorargyrite,JPEG,209254.0,RGB,1000.0,750.0,0.3668304366013072,0.1454096300365257,1.3333333333333333
1230,1,Chlorargyrite,JPEG,174634.0,RGB,1000.0,750.0,0.4102782013071894,0.1422241168579649,1.3333333333333333
1231,1,Chlorargyrite,JPEG,212785.0,RGB,1000.0,750.0,0.4184136836601308,0.2289868511778847,1.3333333333333333
1232,1,Chlorargyrite,JPEG,230559.0,RGB,1000.0,750.0,0.4438891869281046,0.1825387373703888,1.3333333333333333
1233,1,Chlorargyrite,JPEG,155867.0,RGB,1000.0,750.0,0.3752700392156862,0.1490255244594485,1.3333333333333333
1234,1,Chlorargyrite,JPEG,195666.0,RGB,1000.0,750.0,0.4512224418300654,0.1325790113985734,1.3333333333333333
1235,1,Chlorargyrite,JPEG,310265.0,RGB,1000.0,750.0,0.4872908392156861,0.1432190142370335,1.3333333333333333
1236,1,Chlorargyrite,JPEG,339727.0,RGB,1000.0,750.0,0.5016887424836601,0.1875044262573876,1.3333333333333333
1237,1,Chlorargyrite,JPEG,317664.0,RGB,1000.0,750.0,0.3967127738562092,0.1946043280721101,1.3333333333333333
1238,1,Chlorargyrite,JPEG,340675.0,RGB,1000.0,750.0,0.442595011764706,0.1909471166749037,1.3333333333333333
1239,1,Chlorargyrite,JPEG,261692.0,RGB,1000.0,750.0,0.4552561307189542,0.1457345472062793,1.3333333333333333
1240,1,Silver,JPEG,57041.0,RGB,640.0,480.0,0.6776596583946077,0.0872495639812852,1.3333333333333333
1241,1,Pyrargyrite,JPEG,60281.0,RGB,500.0,437.0,0.4857114012653117,0.2302604845985763,1.1441647597254003
1242,1,Pyrargyrite,JPEG,25367.0,RGB,400.0,366.0,0.36440635379835,0.1975965307691659,1.092896174863388
1243,1,Silver,JPEG,157648.0,RGB,800.0,600.0,0.4315098529411765,0.1918788828648843,1.3333333333333333
1244,1,Silver,JPEG,92483.0,RGB,361.0,800.0,0.8020790288414534,0.2782785789626569,0.45125
1245,1,Proustite,JPEG,185491.0,RGB,800.0,657.0,0.5908632673769662,0.3509603963636703,1.21765601217656
1246,1,Proustite,JPEG,46022.0,RGB,400.0,300.0,0.3345487581699346,0.212087772495904,1.3333333333333333
1247,1,Silver,JPEG,147417.0,RGB,800.0,569.0,0.5829547968572313,0.3382949543230104,1.40597539543058
1248,1,Silver,JPEG,244832.0,RGB,887.0,1024.0,0.3266757965340869,0.1920377803508977,0.8662109375
1249,1,Silver,JPEG,148024.0,RGB,800.0,610.0,0.6251018563162971,0.3100370536903547,1.3114754098360657
1250,1,Silver,JPEG,46763.0,RGB,342.0,360.0,0.7314218871434214,0.302461117137424,0.95
1251,1,Acanthite,JPEG,31338.0,RGB,450.0,549.0,0.4370522598029294,0.3133829009163748,0.819672131147541
1252,1,Freibergite,JPEG,212678.0,RGB,1024.0,768.0,0.3482066534703072,0.2361009300833994,1.3333333333333333
1254,1,Freibergite,JPEG,157494.0,RGB,1024.0,768.0,0.4813025779973448,0.1531479590838572,1.3333333333333333
1256,1,Proustite,JPEG,108176.0,RGB,1024.0,681.0,0.1273062013672942,0.1224402526821628,1.5036710719530102
1257,1,Silver,JPEG,90495.0,RGB,901.0,553.0,0.8486922090096523,0.1957267709691769,1.6292947558770343
1258,1,Silver,JPEG,57748.0,RGB,654.0,521.0,0.8502863080935888,0.1559818802437538,1.255278310940499
1259,1,Silver,JPEG,84406.0,RGB,766.0,478.0,0.7109178287918287,0.1801259721918577,1.602510460251046
1260,1,Silver,JPEG,91845.0,RGB,864.0,664.0,0.851538889763849,0.1597888514557059,1.3012048192771084
1261,1,Silver,JPEG,82857.0,RGB,842.0,514.0,0.7504950664610145,0.2169623448255918,1.6381322957198443
1262,1,Silver,JPEG,72060.0,RGB,797.0,530.0,0.8078524024841582,0.1765656979671964,1.5037735849056604
1263,1,Silver,JPEG,128729.0,RGB,979.0,576.0,0.7031162653746095,0.2819138507906729,1.6996527777777777
1264,1,Silver,JPEG,85691.0,RGB,901.0,486.0,0.7145619062997237,0.1752612365247569,1.853909465020576
1265,1,Silver,JPEG,48935.0,RGB,500.0,371.0,0.6224554938956716,0.2118018993310556,1.3477088948787062
1266,1,Acanthite,JPEG,31742.0,RGB,500.0,426.0,0.5540341158059469,0.2975406694482386,1.1737089201877935
1267,1,Pyrargyrite,JPEG,42415.0,RGB,500.0,395.0,0.5268504542069993,0.2340113882237784,1.2658227848101269
1268,1,Stephanite,JPEG,66711.0,RGB,705.0,774.0,0.5675548641946562,0.2944169959904282,0.9108527131782944
1269,1,Polybasite,JPEG,83663.0,RGB,1000.0,665.0,0.7375915966386555,0.2353063484455161,1.5037593984962403
1270,1,Silver,JPEG,51738.0,RGB,425.0,366.0,0.4676883165995424,0.2322794691731773,1.1612021857923498
1271,1,Proustite,JPEG,62044.0,RGB,500.0,323.0,0.4084117768469616,0.2379233562565875,1.547987616099071
1272,1,Acanthite,JPEG,204508.0,RGB,1000.0,665.0,0.4516090933215391,0.2402211499173682,1.5037593984962403
1273,1,Acanthite,JPEG,125583.0,RGB,1000.0,665.0,0.3871689164086688,0.19243401305208,1.5037593984962403
1274,1,Acanthite,JPEG,94445.0,RGB,600.0,800.0,0.4126955882352941,0.3624504613122143,0.75
1276,1,Silver,JPEG,82593.0,RGB,600.0,419.0,0.357478574882618,0.2353654361983979,1.431980906921241
1277,1,Silver,JPEG,63702.0,RGB,434.0,600.0,0.743773395379657,0.328107174542131,0.7233333333333334
1278,1,Silver,JPEG,98868.0,RGB,649.0,558.0,0.4597604492918551,0.2427531242845853,1.1630824372759856
1279,1,Silver,JPEG,120241.0,RGB,655.0,699.0,0.4695977896449672,0.1930799241762255,0.9370529327610873
1280,1,Chlorargyrite,JPEG,154691.0,RGB,1000.0,665.0,0.238458817632316,0.1658317480736725,1.5037593984962403
1281,1,Miargyrite,JPEG,239880.0,RGB,1000.0,665.0,0.2215720182809966,0.2289312414722137,1.5037593984962403
1282,1,Pyrargyrite,JPEG,169186.0,RGB,1000.0,665.0,0.3219317765000738,0.2472896837700722,1.5037593984962403
1283,1,Acanthite,JPEG,113881.0,RGB,683.0,827.0,0.2869887069729253,0.1667668780955717,0.8258766626360339
1284,1,Acanthite,JPEG,102711.0,RGB,637.0,890.0,0.3053274135929221,0.1562513792407058,0.7157303370786516
1285,1,Acanthite,JPEG,113990.0,RGB,892.0,633.0,0.2917611957257489,0.1741254275140405,1.4091627172195893
1286,1,Acanthite,JPEG,118529.0,RGB,892.0,634.0,0.2888905485097944,0.1744633194377289,1.4069400630914826
1287,1,Silver,JPEG,187226.0,RGB,1000.0,665.0,0.2549464661654134,0.2736936217770971,1.5037593984962403
1288,1,Stephanite,JPEG,127041.0,RGB,1000.0,665.0,0.1313755683325962,0.1800398673781224,1.5037593984962403
1289,1,Stephanite,JPEG,99515.0,RGB,1000.0,665.0,0.3515275246940881,0.1936994578696051,1.5037593984962403
1290,1,Silver,JPEG,60306.0,RGB,640.0,480.0,0.3545167483660131,0.2376413715503756,1.3333333333333333
1291,1,Pyrargyrite,JPEG,63868.0,RGB,640.0,480.0,0.2962669270833333,0.2155187443840005,1.3333333333333333
1292,1,Stephanite,JPEG,62935.0,RGB,640.0,480.0,0.3125671849468955,0.2588032420933966,1.3333333333333333
1295,1,Silver,JPEG,259769.0,RGB,900.0,885.0,0.2964356806124836,0.2736040220883761,1.0169491525423728
1296,1,Silver,JPEG,230229.0,RGB,900.0,726.0,0.2784340553484938,0.2443120807582971,1.2396694214876034
1297,1,Pyrargyrite,JPEG,77795.0,RGB,443.0,576.0,0.607475474827503,0.3773944062329045,0.7690972222222222
1298,1,Acanthite,JPEG,30359.0,RGB,191.0,324.0,0.6398628173394624,0.3817360274883986,0.5895061728395061
1299,1,Acanthite,JPEG,71515.0,RGB,500.0,576.0,0.6426416394335511,0.3666877315280978,0.8680555555555556
1300,1,Stephanite,JPEG,51672.0,RGB,271.0,576.0,0.6980127865004142,0.3618553287319437,0.4704861111111111
1301,1,Acanthite,JPEG,67461.0,RGB,755.0,520.0,0.6274111054508404,0.4219745884429539,1.4519230769230769
1302,1,Miargyrite,JPEG,87767.0,RGB,836.0,629.0,0.158008197764162,0.1531221561046176,1.329093799682035
1303,1,Polybasite,JPEG,93889.0,RGB,690.0,684.0,0.3712355317582579,0.3334857474060004,1.0087719298245614
1304,1,Proustite,JPEG,72901.0,RGB,590.0,380.0,0.4266724213324937,0.2259971438049056,1.5526315789473684
1305,1,Silver,JPEG,188494.0,RGB,1000.0,750.0,0.3992353359477126,0.1357580593948502,1.3333333333333333
1306,1,Silver,JPEG,382242.0,RGB,1000.0,750.0,0.4213783267973858,0.243565791684363,1.3333333333333333
1307,1,Silver,JPEG,371177.0,RGB,1000.0,750.0,0.2951210039215686,0.2307706983075267,1.3333333333333333
1308,1,Silver,JPEG,322054.0,RGB,1000.0,750.0,0.3898366326797384,0.2218579889458286,1.3333333333333333
1309,1,Acanthite,JPEG,84618.0,RGB,600.0,800.0,0.3670380555555554,0.3663770107753348,0.75
1310,1,Acanthite,JPEG,87404.0,RGB,600.0,800.0,0.3963759803921569,0.3723322619612882,0.75
1311,1,Pyrargyrite,JPEG,120944.0,RGB,800.0,621.0,0.6695692115815733,0.3530351683189242,1.288244766505636
1312,1,Polybasite,JPEG,133340.0,RGB,694.0,800.0,0.5339071876589252,0.3951960230016819,0.8675
1314,1,Proustite,JPEG,129890.0,RGB,900.0,851.0,0.4157816281754902,0.2487892266222583,1.0575793184488838
1315,1,Proustite,JPEG,185465.0,RGB,900.0,885.0,0.3556383836145884,0.2059203267013608,1.0169491525423728
1316,1,Polybasite,JPEG,48104.0,RGB,640.0,480.0,0.3837260008169933,0.1636735096016392,1.3333333333333333
1317,1,Polybasite,JPEG,40288.0,RGB,510.0,489.0,0.4064525756571524,0.3051415326411135,1.0429447852760736
1318,1,Proustite,JPEG,109645.0,RGB,1000.0,665.0,0.5792960224089635,0.2433004533172429,1.5037593984962403
1319,1,Proustite,JPEG,113089.0,RGB,1000.0,665.0,0.4182642724458204,0.1839281266711487,1.5037593984962403
1320,1,Pyrargyrite,JPEG,111366.0,RGB,1000.0,665.0,0.528146177207725,0.2668995265265724,1.5037593984962403
1321,1,Silver,JPEG,111733.0,RGB,500.0,356.0,0.3491988103106411,0.2837451631775176,1.404494382022472
1322,1,Silver,JPEG,123630.0,RGB,401.0,600.0,0.382779766270598,0.2346181304188117,0.6683333333333333
1323,1,Silver,JPEG,40400.0,RGB,332.0,360.0,0.7593065070740477,0.3018739772200933,0.9222222222222224
1324,1,Acanthite,JPEG,221964.0,RGB,1024.0,768.0,0.1738896488364226,0.2273184588553877,1.3333333333333333
1325,1,Proustite,JPEG,180247.0,RGB,481.0,722.0,0.5169815432810382,0.2798718748510935,0.6662049861495845
1326,1,Silver,JPEG,166800.0,RGB,650.0,593.0,0.5634205296076142,0.195670413604811,1.0961214165261384
1327,1,Silver,JPEG,118931.0,RGB,755.0,518.0,0.2725311509962853,0.3181105569989864,1.4575289575289576
1328,1,Acanthite,JPEG,87563.0,RGB,600.0,800.0,0.4182644607843136,0.3627110712025292,0.75
1329,1,Acanthite,JPEG,109555.0,RGB,800.0,600.0,0.3547664215686275,0.3218453204730456,1.3333333333333333
1330,1,Silver,JPEG,63900.0,RGB,511.0,504.0,0.1953866782633906,0.2618810726691908,1.0138888888888888
1331,1,Silver,JPEG,107157.0,RGB,550.0,460.0,0.4040751298147718,0.2227836675971614,1.1956521739130437
1332,1,Silver,JPEG,100984.0,RGB,627.0,436.0,0.499854554291172,0.2400370910413218,1.438073394495413
1333,1,Pyrargyrite,JPEG,106741.0,RGB,700.0,454.0,0.3771519885487235,0.3433866357795367,1.5418502202643172
1334,1,Silver,JPEG,55217.0,RGB,640.0,480.0,0.6765994434232028,0.1591266558699149,1.3333333333333333
1335,1,Silver,JPEG,60068.0,RGB,640.0,480.0,0.7177436555351308,0.1384627632454924,1.3333333333333333
1336,1,Proustite,JPEG,145184.0,RGB,610.0,572.0,0.3195130520395708,0.2434740100496331,1.0664335664335665
1337,1,Acanthite,JPEG,30261.0,RGB,281.0,400.0,0.5608781313237039,0.2071197780592022,0.7025
1338,1,Pyrargyrite,JPEG,32875.0,RGB,309.0,400.0,0.5085436258645852,0.2812760631455329,0.7725
1339,1,Proustite,JPEG,221905.0,RGB,1000.0,750.0,0.5047202091503268,0.1498205765637996,1.3333333333333333
1340,1,Silver,JPEG,192660.0,RGB,759.0,800.0,0.5502657521506626,0.3197277267234258,0.94875
1341,1,Pyrargyrite,JPEG,43967.0,RGB,432.0,385.0,0.526245013156778,0.237862793252509,1.122077922077922
1343,1,Proustite,JPEG,161223.0,RGB,885.0,579.0,0.3246458743133485,0.2519407444620609,1.528497409326425
1344,1,Proustite,JPEG,75127.0,RGB,614.0,447.0,0.3732595965610082,0.1716571585063781,1.3736017897091723
1345,1,Proustite,JPEG,72836.0,RGB,498.0,415.0,0.4846100964215947,0.192523329418885,1.2
1346,1,Silver,JPEG,73339.0,RGB,752.0,450.0,0.3105595420201177,0.2091356662792688,1.6711111111111112
1349,1,Silver,JPEG,40083.0,RGB,487.0,317.0,0.3936866349672419,0.2276609181954852,1.5362776025236593
1350,1,Silver,JPEG,75484.0,RGB,752.0,392.0,0.4470516131984708,0.2492362129208755,1.9183673469387756
1351,1,Chlorargyrite,JPEG,244455.0,RGB,1000.0,662.0,0.3340694627095552,0.2237907216519788,1.5105740181268883
1352,1,Pyrargyrite,JPEG,188227.0,RGB,1024.0,768.0,0.1542828379113689,0.2391253619857232,1.3333333333333333
1353,1,Pyrargyrite,JPEG,152936.0,RGB,1024.0,768.0,0.1059624466241574,0.1964887631375058,1.3333333333333333
1354,1,Polybasite,JPEG,35552.0,RGB,298.0,290.0,0.1880554610180105,0.2962507096273669,1.0275862068965518
1359,1,Stephanite,JPEG,211230.0,RGB,750.0,1000.0,0.4370891816993464,0.2632709386279759,0.75
1361,1,Silver,JPEG,45747.0,RGB,400.0,400.0,0.7801341421568629,0.3226802677705845,1.0
1363,1,Acanthite,JPEG,162465.0,RGB,1024.0,691.0,0.2599017801087512,0.163551991669271,1.4819102749638204
1364,1,Silver,JPEG,39976.0,RGB,301.0,400.0,0.5279758973356784,0.2297556719369931,0.7525
1366,1,Proustite,JPEG,170695.0,RGB,740.0,581.0,0.3112714496414,0.2000839640380103,1.273666092943201
1367,1,Silver,JPEG,173952.0,RGB,1024.0,768.0,0.2563877679164114,0.2195779075288252,1.3333333333333333
1368,1,Silver,JPEG,138803.0,RGB,1024.0,768.0,0.2422385670780356,0.2302632950613878,1.3333333333333333
1369,1,Pyrargyrite,JPEG,137703.0,RGB,800.0,600.0,0.3693920588235295,0.2500182469747276,1.3333333333333333
1370,1,Pyrargyrite,JPEG,248085.0,RGB,1024.0,768.0,0.4053547478968801,0.2302589751083995,1.3333333333333333
1371,1,Miargyrite,JPEG,202586.0,RGB,1024.0,768.0,0.1417735928803487,0.1949141960013037,1.3333333333333333
1375,1,Polybasite,JPEG,78511.0,RGB,413.0,600.0,0.6818294165123676,0.3158864301500718,0.6883333333333334
1376,1,Proustite,JPEG,145862.0,RGB,1000.0,750.0,0.5835461124183008,0.1396458787870712,1.3333333333333333
1377,1,Proustite,JPEG,131507.0,RGB,1000.0,750.0,0.7811887738562091,0.1318865498287864,1.3333333333333333
1379,1,Chlorargyrite,JPEG,122649.0,RGB,800.0,600.0,0.3054212663398692,0.1627214833743504,1.3333333333333333
1380,1,Pyrargyrite,JPEG,62766.0,RGB,500.0,466.0,0.6075297820415722,0.2900965201417846,1.072961373390558
1381,1,Silver,JPEG,140393.0,RGB,800.0,656.0,0.2324832541248206,0.2537086559522034,1.2195121951219512
1382,1,Silver,JPEG,162821.0,RGB,800.0,636.0,0.4217582547169811,0.2644345044010339,1.2578616352201255
1383,1,Silver,JPEG,22682.0,RGB,236.0,329.0,0.5322105113231732,0.1598714510647134,0.7173252279635258
1384,1,Proustite,JPEG,158186.0,RGB,1024.0,768.0,0.1321070851843341,0.1931539537970521,1.3333333333333333
1387,1,Silver,JPEG,87578.0,RGB,804.0,747.0,0.4446850256683092,0.3158796172235685,1.0763052208835342
1388,1,Acanthite,JPEG,107176.0,RGB,1024.0,768.0,0.6597982718274487,0.3875189896596487,1.3333333333333333
1389,1,Silver,JPEG,181883.0,RGB,800.0,600.0,0.4539933496732026,0.2380047215386202,1.3333333333333333
1390,1,Silver,JPEG,157573.0,RGB,800.0,590.0,0.3454397058823528,0.2126204047572945,1.3559322033898304
1391,1,Acanthite,JPEG,155255.0,RGB,800.0,534.0,0.4970266945729602,0.2536293698271032,1.49812734082397
1392,1,Proustite,JPEG,112784.0,RGB,600.0,578.0,0.5400996110093406,0.3116662536140049,1.038062283737024
1393,1,Acanthite,JPEG,574492.0,RGB,853.0,1024.0,0.6656297455419743,0.3001348549299875,0.8330078125
1394,1,Silver,JPEG,92341.0,RGB,473.0,600.0,0.4263782006107587,0.2127496130601752,0.7883333333333333
1395,1,Silver,JPEG,30998.0,RGB,213.0,449.0,0.5502668484816053,0.1527079288110928,0.4743875278396436
1397,1,Proustite,JPEG,551244.0,RGB,766.0,1024.0,0.6063504160027261,0.3419697528651266,0.748046875
1398,1,Silver,JPEG,175303.0,RGB,800.0,600.0,0.6161096732026143,0.2211862760840013,1.3333333333333333
1399,1,Silver,JPEG,101145.0,RGB,600.0,800.0,0.5771715767973857,0.1914003917296522,0.75
1400,1,Silver,JPEG,161523.0,RGB,800.0,600.0,0.6003691666666667,0.1835474561599466,1.3333333333333333
1401,1,Silver,JPEG,105802.0,RGB,800.0,600.0,0.4824904656862744,0.1997772571546082,1.3333333333333333
1402,1,Silver,JPEG,37498.0,RGB,650.0,371.0,0.1586467295190935,0.2826052269168835,1.752021563342318
1403,1,Acanthite,JPEG,53466.0,RGB,313.0,400.0,0.3628928459562739,0.2503692360545836,0.7825
1404,1,Acanthite,JPEG,138358.0,RGB,566.0,800.0,0.6546233804475854,0.3630369567379365,0.7075
1405,1,Pyrargyrite,JPEG,144486.0,RGB,800.0,576.0,0.625835792824074,0.334851877885464,1.3888888888888888
1407,1,Silver,JPEG,104734.0,RGB,755.0,546.0,0.2625657197842628,0.2876576280683074,1.3827838827838828
1408,1,Silver,JPEG,49304.0,RGB,528.0,535.0,0.6647173632976271,0.1346410357735207,0.9869158878504672
1409,1,Pyrargyrite,JPEG,142493.0,RGB,800.0,631.0,0.6173590006525591,0.343823956263353,1.2678288431061806
1410,1,Pyrargyrite,JPEG,127077.0,RGB,779.0,800.0,0.6426919441717636,0.3749246324377894,0.97375
1411,1,Stephanite,JPEG,123781.0,RGB,737.0,800.0,0.5802032085561495,0.3790723526795264,0.92125
1412,1,Pyrargyrite,JPEG,113668.0,RGB,800.0,764.0,0.4318548852787187,0.3060059672726123,1.0471204188481675
1413,1,Silver,JPEG,73427.0,RGB,800.0,611.0,0.1152857417926253,0.2034511027336234,1.309328968903437
1414,1,Silver,JPEG,92385.0,RGB,800.0,551.0,0.1504102700971495,0.2650322173154352,1.4519056261343013
1415,1,Silver,JPEG,88314.0,RGB,551.0,434.0,0.1979246191773354,0.3270356495494318,1.2695852534562213
1416,1,Silver,JPEG,76185.0,RGB,800.0,535.0,0.4086247755176836,0.1457349056383247,1.4953271028037385
1417,1,Polybasite,JPEG,84691.0,RGB,800.0,535.0,0.5129243448781382,0.2745709999012389,1.4953271028037385
1418,1,Silver,JPEG,116534.0,RGB,549.0,709.0,0.2655333197221279,0.3015128278094439,0.7743300423131171
1419,1,Silver,JPEG,72754.0,RGB,306.0,600.0,0.6506157887991798,0.3508256162924215,0.51
1420,1,Pyrargyrite,JPEG,50342.0,RGB,640.0,480.0,0.512059819240196,0.1955911260116786,1.3333333333333333
1421,1,Silver,JPEG,110470.0,RGB,600.0,800.0,0.4357542810457518,0.3471207125520738,0.75
1422,1,Silver,JPEG,29628.0,RGB,130.0,599.0,0.4031955723088002,0.2009387765051148,0.2170283806343906
1423,1,Silver,JPEG,15926.0,RGB,400.0,245.0,0.4266755902360944,0.1111101715339014,1.6326530612244898
1424,1,Chlorargyrite,JPEG,149603.0,RGB,1000.0,750.0,0.4937921882352941,0.084107721003816,1.3333333333333333
1425,1,Chlorargyrite,JPEG,185004.0,RGB,1000.0,750.0,0.3572931294117646,0.1936950333303417,1.3333333333333333
1426,1,Chlorargyrite,JPEG,247094.0,RGB,1000.0,750.0,0.3309813019607843,0.188003461307863,1.3333333333333333
1427,1,Chlorargyrite,JPEG,110733.0,RGB,1000.0,750.0,0.3268102745098037,0.1676699804523057,1.3333333333333333
1428,1,Chlorargyrite,JPEG,99822.0,RGB,1000.0,750.0,0.3624806588235294,0.207522855739722,1.3333333333333333
1429,1,Chlorargyrite,JPEG,296378.0,RGB,1000.0,750.0,0.3717714666666667,0.1598781757135847,1.3333333333333333
1430,1,Chlorargyrite,JPEG,245190.0,RGB,1000.0,750.0,0.3638905359477123,0.1544887880624299,1.3333333333333333
1431,1,Chlorargyrite,JPEG,229177.0,RGB,1000.0,750.0,0.3698771816993464,0.1750590148437495,1.3333333333333333
1432,1,Proustite,JPEG,137044.0,RGB,1024.0,768.0,0.3525532840903289,0.1409954218954459,1.3333333333333333
1433,1,Silver,JPEG,68083.0,RGB,800.0,467.0,0.3247565709367258,0.2783454918435368,1.7130620985010707
1434,1,Pyrargyrite,JPEG,90273.0,RGB,1024.0,763.0,0.0963160859240485,0.1507338492678577,1.3420707732634338
1435,1,Silver,JPEG,149445.0,RGB,1024.0,768.0,0.218603555517259,0.2244241579282976,1.3333333333333333
1436,1,Stephanite,JPEG,253548.0,RGB,1024.0,768.0,0.3269030253092448,0.2091134959395548,1.3333333333333333
1437,1,Stephanite,JPEG,211787.0,RGB,1024.0,768.0,0.337828921648412,0.1694451918659631,1.3333333333333333
1438,1,Acanthite,JPEG,156870.0,RGB,1024.0,768.0,0.4668310327467575,0.1821064082157515,1.3333333333333333
1439,1,Silver,JPEG,71836.0,RGB,581.0,466.0,0.4544754558320563,0.3496824264876636,1.2467811158798283
1441,1,Silver,JPEG,129107.0,RGB,1007.0,617.0,0.508769039073705,0.3475187024524204,1.6320907617504052
1442,1,Proustite,JPEG,121898.0,RGB,786.0,720.0,0.5996963472977545,0.3227567543755232,1.0916666666666666
1443,1,Proustite,JPEG,137959.0,RGB,777.0,720.0,0.5986217730335378,0.2994230319284242,1.0791666666666666
1444,1,Proustite,JPEG,180586.0,RGB,786.0,600.0,0.4632411565134959,0.2238433169305807,1.31
1445,1,Proustite,JPEG,175179.0,RGB,779.0,600.0,0.4831641621988976,0.2153152401567067,1.2983333333333331
1447,1,Silver,JPEG,36957.0,RGB,640.0,480.0,0.5246237106821894,0.0991729679073105,1.3333333333333333
1449,1,Silver,JPEG,55918.0,RGB,750.0,649.0,0.8776017321772056,0.2655251755942371,1.1556240369799693
1450,1,Silver,JPEG,96588.0,RGB,720.0,562.0,0.7782135270082726,0.2564526541046483,1.2811387900355873
1451,1,Silver,JPEG,103005.0,RGB,720.0,581.0,0.7705958474420561,0.2443486869331959,1.2392426850258176
1452,1,Acanthite,JPEG,156754.0,RGB,782.0,587.0,0.4094880066554084,0.2192652458748937,1.332197614991482
1453,1,Silver,JPEG,82440.0,RGB,462.0,600.0,0.7590373482726424,0.326700658117487,0.77
1454,1,Miargyrite,JPEG,135339.0,RGB,650.0,444.0,0.4418523908523908,0.2176360751174405,1.463963963963964
1455,1,Miargyrite,JPEG,193607.0,RGB,555.0,523.0,0.4322478816686442,0.254154970979452,1.0611854684512427
1456,1,Silver,JPEG,214337.0,RGB,796.0,597.0,0.4627582603793097,0.3013572442533714,1.3333333333333333
1457,1,Chlorargyrite,JPEG,61048.0,RGB,639.0,479.0,0.6870043947741373,0.1921487391306984,1.3340292275574113
1458,1,Silver,JPEG,169167.0,RGB,800.0,600.0,0.5043319199346404,0.2689685743927754,1.3333333333333333
1459,1,Stephanite,JPEG,269391.0,RGB,1009.0,817.0,0.4299451003797323,0.2005418861658136,1.2350061199510405
